"TimeGenerated","LogTable","Action","ActionReason","Protocol","SourceIp","SourcePort","DestinationIp","DestinationPort","Fqdn","TargetUrl","WebCategory","Policy","RuleCollectionGroup","RuleCollection","Rule","FirewallResourceId"
"18-08-2026 09:12:29","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.37","53517","","443","clients2.google.com","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:12:26","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.37","51101","","443","clients2.google.com","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:12:26","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.37","57306","","443","clients2.google.com","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:12:24","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.37","64394","","443","clients2.google.com","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:12:24","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.37","62945","","443","clients2.google.com","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:12:15","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.39","49761","","443","main.vscode-cdn.net","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:12:15","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.39","49760","","443","main.vscode-cdn.net","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:12:14","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.39","49759","","443","main.vscode-cdn.net","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:12:14","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.39","49758","","443","main.vscode-cdn.net","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:07:15","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.39","49512","","443","main.vscode-cdn.net","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:07:15","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.39","49511","","443","main.vscode-cdn.net","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
"18-08-2026 09:07:14","AZFWApplicationRule","Deny","No rule matched. Proceeding with default action","HTTPS","172.25.13.39","49510","","443","main.vscode-cdn.net","","","","","","","/subscriptions/818a8b62-e350-473b-811c-1b6fa4eb2432/resourcegroups/rg-vwan-v3nysoeym4kga/providers/microsoft.network/azurefirewalls/mercyhealth-azfw-northcentralus"
